date_cases,college,cases,Party,State,Masks Required?,Initial Mask Requirement Date
2020-11-05,South Texas College,154.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,Southern Methodist University,757.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,Southwestern University,31.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,St. Mary's University,37.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,Stephen F. Austin State University,433.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,Sul Ross State University,125.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,Tarleton State University,347.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,Texas A&M International University,85.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,Texas A&M University,2037.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,Texas A&M University-Central Texas,12.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,Texas A&M University-Commerce,241.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,Texas A&M University-Corpus Christi,129.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,Texas A&M University-Kingsville,122.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,Texas A&M University-San Antonio,71.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,Texas A&M University-Texarkana,38.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,Texas Christian University,1292.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,Texas College,1.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,Texas Lutheran University,23.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,Texas Southern University,41.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,Texas State University,797.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,Texas Tech University,2259.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,Texas Tech University Health Sciences Center,428.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,Texas Tech University Health Sciences Center El Paso,128.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,Texas Wesleyan University,64.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,Texas Woman’s University,60.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,Trinity University,20.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,Tyler Junior College,132.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,University of Dallas,26.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,University of Houston,341.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,University of Houston-Clear Lake,55.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,University of Houston-Downtown,21.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,University of Houston-Victoria,32.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,University of Mary Hardin at Baylor,149.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,University of North Texas,474.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,University of North Texas Health Science Center,55.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,University of North Texas at Dallas,20.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,University of St. Thomas,2.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,University of Texas Health Science Center at Houston,301.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,University of Texas Health Science Center at San Antonio,251.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,University of Texas Health Science Center at Tyler,46.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,University of Texas MD Anderson Cancer Center,11.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,University of Texas Medical Branch at Galveston,52.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,University of Texas Permian Basin,32.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,University of Texas Rio Grande Valley,180.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,University of Texas Southwestern Medical Center,392.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,University of Texas at Arlington,184.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,University of Texas at Austin,1581.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,University of Texas at Dallas,80.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,University of Texas at El Paso,835.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,University of Texas at San Antonio,41.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,University of Texas at Tyler,170.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,University of the Incarnate Word,55.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,Wayland Baptist University,179.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,West Texas A&M University,408.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,Brigham Young University,2472.0,Republican,Utah,"Masks strongly recommended, provides masks for free",
2020-11-05,Dixie State University,237.0,Republican,Utah,"Masks strongly recommended, provides masks for free",
2020-11-05,Salt Lake Community College,267.0,Republican,Utah,"Masks strongly recommended, provides masks for free",
2020-11-05,Snow College,16.0,Republican,Utah,"Masks strongly recommended, provides masks for free",
2020-11-05,Southern Utah University,74.0,Republican,Utah,"Masks strongly recommended, provides masks for free",
2020-11-05,University of Utah,1322.0,Republican,Utah,"Masks strongly recommended, provides masks for free",
2020-11-05,Utah State University,1042.0,Republican,Utah,"Masks strongly recommended, provides masks for free",
2020-11-05,Utah Valley University,551.0,Republican,Utah,"Masks strongly recommended, provides masks for free",
2020-11-05,Weber State University,207.0,Republican,Utah,"Masks strongly recommended, provides masks for free",
2020-11-05,Westminster College,51.0,Republican,Utah,"Masks strongly recommended, provides masks for free",
2020-11-05,Bennington College,3.0,Republican,Vermont,Entire State,8/1/2020
2020-11-05,Castleton University,2.0,Republican,Vermont,Entire State,8/1/2020
2020-11-05,Champlain College,5.0,Republican,Vermont,Entire State,8/1/2020
2020-11-05,Landmark College,3.0,Republican,Vermont,Entire State,8/1/2020
2020-11-05,Middlebury College,4.0,Republican,Vermont,Entire State,8/1/2020
2020-11-05,Northern Vermont University-Johnson,0.0,Republican,Vermont,Entire State,8/1/2020
2020-11-05,Northern Vermont University-Lyndon,1.0,Republican,Vermont,Entire State,8/1/2020
2020-11-05,Norwich University,7.0,Republican,Vermont,Entire State,8/1/2020
2020-11-05,Saint Michael's College,44.0,Republican,Vermont,Entire State,8/1/2020
2020-11-05,University of Vermont,19.0,Republican,Vermont,Entire State,8/1/2020
2020-11-05,Vermont Technical College,3.0,Republican,Vermont,Entire State,8/1/2020
2020-11-05,Averett University,54.0,Democratic,Virginia,Entire State,5/29/2020
2020-11-05,Bluefield College,82.0,Democratic,Virginia,Entire State,5/29/2020
2020-11-05,Bridgewater College,42.0,Democratic,Virginia,Entire State,5/29/2020
2020-11-05,Christopher Newport University,146.0,Democratic,Virginia,Entire State,5/29/2020
2020-11-05,Danville Community College,8.0,Democratic,Virginia,Entire State,5/29/2020
2020-11-05,Eastern Mennonite University,21.0,Democratic,Virginia,Entire State,5/29/2020
2020-11-05,Eastern Virginia Medical School,51.0,Democratic,Virginia,Entire State,5/29/2020
2020-11-05,Emory & Henry College,59.0,Democratic,Virginia,Entire State,5/29/2020
2020-11-05,Ferrum College,46.0,Democratic,Virginia,Entire State,5/29/2020
2020-11-05,George Mason University,127.0,Democratic,Virginia,Entire State,5/29/2020
2020-11-05,Hampden-Sydney College,97.0,Democratic,Virginia,Entire State,5/29/2020
2020-11-05,Hampton University,9.0,Democratic,Virginia,Entire State,5/29/2020
2020-11-05,Hollins University,7.0,Democratic,Virginia,Entire State,5/29/2020
2020-11-05,James Madison University,1621.0,Democratic,Virginia,Entire State,5/29/2020
2020-11-05,Liberty University,658.0,Democratic,Virginia,Entire State,5/29/2020
2020-11-05,Longwood University,110.0,Democratic,Virginia,Entire State,5/29/2020
2020-11-05,Mary Baldwin University,8.0,Democratic,Virginia,Entire State,5/29/2020
2020-11-05,Marymount University,50.0,Democratic,Virginia,Entire State,5/29/2020
2020-11-05,Norfolk State University,22.0,Democratic,Virginia,Entire State,5/29/2020
2020-11-05,Old Dominion University,153.0,Democratic,Virginia,Entire State,5/29/2020
2020-11-05,Radford University,524.0,Democratic,Virginia,Entire State,5/29/2020
2020-11-05,Randolph College,1.0,Democratic,Virginia,Entire State,5/29/2020
2020-11-05,Randolph-Macon College,37.0,Democratic,Virginia,Entire State,5/29/2020
2020-11-05,Roanoke College,74.0,Democratic,Virginia,Entire State,5/29/2020
2020-11-05,Shenandoah University,94.0,Democratic,Virginia,Entire State,5/29/2020
2020-11-05,Southern Virginia University,5.0,Democratic,Virginia,Entire State,5/29/2020
2020-11-05,Sweet Briar College,10.0,Democratic,Virginia,Entire State,5/29/2020
2020-11-05,University of Lynchburg,463.0,Democratic,Virginia,Entire State,5/29/2020
2020-11-05,University of Mary Washington,25.0,Democratic,Virginia,Entire State,5/29/2020
2020-11-05,University of Richmond,35.0,Democratic,Virginia,Entire State,5/29/2020
2020-11-05,University of Virginia,1119.0,Democratic,Virginia,Entire State,5/29/2020
2020-11-05,University of Virginia's College at Wise,20.0,Democratic,Virginia,Entire State,5/29/2020
2020-11-05,Virginia Commonwealth University,384.0,Democratic,Virginia,Entire State,5/29/2020
2020-11-05,Virginia Highlands Community College,4.0,Democratic,Virginia,Entire State,5/29/2020
2020-11-05,Virginia Military Institute,113.0,Democratic,Virginia,Entire State,5/29/2020
2020-11-05,Virginia State University,4.0,Democratic,Virginia,Entire State,5/29/2020
2020-11-05,Virginia Tech,1347.0,Democratic,Virginia,Entire State,5/29/2020
2020-11-05,Virginia Union University,6.0,Democratic,Virginia,Entire State,5/29/2020
2020-11-05,Virginia Wesleyan University,21.0,Democratic,Virginia,Entire State,5/29/2020
2020-11-05,Washington and Lee University,125.0,Democratic,Virginia,Entire State,5/29/2020
2020-11-05,William & Mary,48.0,Democratic,Virginia,Entire State,5/29/2020
2020-11-05,Bellevue College,0.0,Democratic,Washington,Entire State,6/26/2020
2020-11-05,Bellingham Technical College,0.0,Democratic,Washington,Entire State,6/26/2020
2020-11-05,Cascadia College,0.0,Democratic,Washington,Entire State,6/26/2020
2020-11-05,Central Washington University,173.0,Democratic,Washington,Entire State,6/26/2020
2020-11-05,Centralia College,7.0,Democratic,Washington,Entire State,6/26/2020
2020-11-05,Clark College,1.0,Democratic,Washington,Entire State,6/26/2020
2020-11-05,Clover Park Technical College,7.0,Democratic,Washington,Entire State,6/26/2020
2020-11-05,Columbia Basin College,7.0,Democratic,Washington,Entire State,6/26/2020
2020-11-05,Eastern Washington University,184.0,Democratic,Washington,Entire State,6/26/2020
2020-11-05,Edmonds College,10.0,Democratic,Washington,Entire State,6/26/2020
2020-11-05,Everett Community College,9.0,Democratic,Washington,Entire State,6/26/2020
2020-11-05,Evergreen State College,0.0,Democratic,Washington,Entire State,6/26/2020
2020-11-05,Gonzaga University,115.0,Democratic,Washington,Entire State,6/26/2020
2020-11-05,Grays Harbor College,0.0,Democratic,Washington,Entire State,6/26/2020
2020-11-05,Green River College,3.0,Democratic,Washington,Entire State,6/26/2020
2020-11-05,Highline College,2.0,Democratic,Washington,Entire State,6/26/2020
2020-11-05,Lake Washington Institute of Technology,5.0,Democratic,Washington,Entire State,6/26/2020
2020-11-05,Lower Columbia College,1.0,Democratic,Washington,Entire State,6/26/2020
2020-11-05,North Seattle College,2.0,Democratic,Washington,Entire State,6/26/2020
2020-11-05,Northwest Indian College,2.0,Democratic,Washington,Entire State,6/26/2020
2020-11-05,Olympic College,1.0,Democratic,Washington,Entire State,6/26/2020
2020-11-05,Pacific Lutheran University,13.0,Democratic,Washington,Entire State,6/26/2020
2020-11-05,Peninsula College,0.0,Democratic,Washington,Entire State,6/26/2020
2020-11-05,Pierce College Fort Steilacoom,2.0,Democratic,Washington,Entire State,6/26/2020
2020-11-05,Renton Technical College,3.0,Democratic,Washington,Entire State,6/26/2020
2020-11-05,Saint Martin's University,1.0,Democratic,Washington,Entire State,6/26/2020
2020-11-05,Seattle Central College,3.0,Democratic,Washington,Entire State,6/26/2020
2020-11-05,Seattle Pacific University,7.0,Democratic,Washington,Entire State,6/26/2020
2020-11-05,Seattle University,31.0,Democratic,Washington,Entire State,6/26/2020
2020-11-05,Skagit Valley College,1.0,Democratic,Washington,Entire State,6/26/2020
2020-11-05,South Seattle College,2.0,Democratic,Washington,Entire State,6/26/2020
2020-11-05,Spokane Community College,22.0,Democratic,Washington,Entire State,6/26/2020
2020-11-05,Spokane Falls Community College,9.0,Democratic,Washington,Entire State,6/26/2020
2020-11-05,Tacoma Community College,10.0,Democratic,Washington,Entire State,6/26/2020
2020-11-05,University of Puget Sound,21.0,Democratic,Washington,Entire State,6/26/2020
2020-11-05,University of Washington,726.0,Democratic,Washington,Entire State,6/26/2020
2020-11-05,University of Washington Bothell,9.0,Democratic,Washington,Entire State,6/26/2020
2020-11-05,University of Washington Tacoma,17.0,Democratic,Washington,Entire State,6/26/2020
2020-11-05,Walla Walla Community College,2.0,Democratic,Washington,Entire State,6/26/2020
2020-11-05,Washington State University,1399.0,Democratic,Washington,Entire State,6/26/2020
2020-11-05,Wenatchee Valley College,2.0,Democratic,Washington,Entire State,6/26/2020
2020-11-05,Western Washington University,7.0,Democratic,Washington,Entire State,6/26/2020
2020-11-05,Whatcom Community College,7.0,Democratic,Washington,Entire State,6/26/2020
2020-11-05,Whitman College,2.0,Democratic,Washington,Entire State,6/26/2020
2020-11-05,Whitworth University,56.0,Democratic,Washington,Entire State,6/26/2020
2020-11-05,Yakima Valley College,15.0,Democratic,Washington,Entire State,6/26/2020
2020-11-05,Alderson Broaddus University,48.0,Republican,West Virginia,Entire State,7/7/2020
2020-11-05,Bethany College,5.0,Republican,West Virginia,Entire State,7/7/2020
2020-11-05,Bluefield State College,14.0,Republican,West Virginia,Entire State,7/7/2020
2020-11-05,Concord University,51.0,Republican,West Virginia,Entire State,7/7/2020
2020-11-05,Davis & Elkins College,7.0,Republican,West Virginia,Entire State,7/7/2020
2020-11-05,Fairmont State University,43.0,Republican,West Virginia,Entire State,7/7/2020
2020-11-05,Glenville State College,31.0,Republican,West Virginia,Entire State,7/7/2020
2020-11-05,Marshall University,162.0,Republican,West Virginia,Entire State,7/7/2020
2020-11-05,Ohio Valley University,,Republican,West Virginia,Entire State,7/7/2020
2020-11-05,Potomac State College of West Virginia University,2.0,Republican,West Virginia,Entire State,7/7/2020
2020-11-05,Salem University,6.0,Republican,West Virginia,Entire State,7/7/2020
2020-11-05,Shepherd University,33.0,Republican,West Virginia,Entire State,7/7/2020
2020-11-05,University of Charleston,39.0,Republican,West Virginia,Entire State,7/7/2020
2020-11-05,West Liberty University,40.0,Republican,West Virginia,Entire State,7/7/2020
2020-11-05,West Virginia School of Osteopathic Medicine,0.0,Republican,West Virginia,Entire State,7/7/2020
2020-11-05,West Virginia State University,45.0,Republican,West Virginia,Entire State,7/7/2020
2020-11-05,West Virginia University,705.0,Republican,West Virginia,Entire State,7/7/2020
2020-11-05,West Virginia University Institute of Technology,3.0,Republican,West Virginia,Entire State,7/7/2020
2020-11-05,West Virginia University at Parkersburg,9.0,Republican,West Virginia,Entire State,7/7/2020
2020-11-05,West Virginia Wesleyan College,1.0,Republican,West Virginia,Entire State,7/7/2020
2020-11-05,Wheeling University,3.0,Republican,West Virginia,Entire State,7/7/2020
2020-11-05,Alverno College,42.0,Democratic,Wisconsin,Entire State,8/1/2020
2020-11-05,Beloit College,27.0,Democratic,Wisconsin,Entire State,8/1/2020
2020-11-05,Carroll University,117.0,Democratic,Wisconsin,Entire State,8/1/2020
2020-11-05,Carthage College,79.0,Democratic,Wisconsin,Entire State,8/1/2020
2020-11-05,Concordia University Wisconsin,25.0,Democratic,Wisconsin,Entire State,8/1/2020
2020-11-05,Edgewood College,87.0,Democratic,Wisconsin,Entire State,8/1/2020
2020-11-05,Lakeland University,37.0,Democratic,Wisconsin,Entire State,8/1/2020
2020-11-05,Lawrence University,45.0,Democratic,Wisconsin,Entire State,8/1/2020
2020-11-05,Madison Area Technical College,0.0,Democratic,Wisconsin,Entire State,8/1/2020
2020-11-05,Maranatha Baptist University,2.0,Democratic,Wisconsin,Entire State,8/1/2020
2020-11-05,Marian University,89.0,Democratic,Wisconsin,Entire State,8/1/2020
2020-11-05,Marquette University,605.0,Democratic,Wisconsin,Entire State,8/1/2020
2020-11-05,Milwaukee School of Engineering,71.0,Democratic,Wisconsin,Entire State,8/1/2020
2020-11-05,Mount Mary University,22.0,Democratic,Wisconsin,Entire State,8/1/2020
2020-11-05,Northland College,5.0,Democratic,Wisconsin,Entire State,8/1/2020
2020-11-05,Ripon College,24.0,Democratic,Wisconsin,Entire State,8/1/2020
2020-11-05,Saint Norbert College,188.0,Democratic,Wisconsin,Entire State,8/1/2020
2020-11-05,University of Wisconsin-Eau Claire,590.0,Democratic,Wisconsin,Entire State,8/1/2020
2020-11-05,University of Wisconsin-Green Bay,164.0,Democratic,Wisconsin,Entire State,8/1/2020
2020-11-05,University of Wisconsin-La Crosse,430.0,Democratic,Wisconsin,Entire State,8/1/2020
2020-11-05,University of Wisconsin-Madison,3626.0,Democratic,Wisconsin,Entire State,8/1/2020
2020-11-05,University of Wisconsin-Milwaukee,785.0,Democratic,Wisconsin,Entire State,8/1/2020
2020-11-05,University of Wisconsin-Oshkosh,1033.0,Democratic,Wisconsin,Entire State,8/1/2020
2020-11-05,University of Wisconsin-Parkside,95.0,Democratic,Wisconsin,Entire State,8/1/2020
2020-11-05,University of Wisconsin-Platteville,320.0,Democratic,Wisconsin,Entire State,8/1/2020
2020-11-05,University of Wisconsin-River Falls,239.0,Democratic,Wisconsin,Entire State,8/1/2020
2020-11-05,University of Wisconsin-Stevens Point,396.0,Democratic,Wisconsin,Entire State,8/1/2020
2020-11-05,University of Wisconsin-Stout,137.0,Democratic,Wisconsin,Entire State,8/1/2020
2020-11-05,University of Wisconsin-Superior,11.0,Democratic,Wisconsin,Entire State,8/1/2020
2020-11-05,University of Wisconsin-Whitewater,515.0,Democratic,Wisconsin,Entire State,8/1/2020
2020-11-05,Viterbo University,214.0,Democratic,Wisconsin,Entire State,8/1/2020
2020-11-05,Wisconsin Lutheran College,34.0,Democratic,Wisconsin,Entire State,8/1/2020
2020-11-05,Casper College,185.0,Republican,Wyoming,Parts of State,
2020-11-05,Eastern Wyoming College,6.0,Republican,Wyoming,Parts of State,
2020-11-05,University of Wyoming,1012.0,Republican,Wyoming,Parts of State,
2020-11-05,Western Wyoming Community College,10.0,Republican,Wyoming,Parts of State,
